fast_ema,slow_ema,breakout_window,atr_stop_mult,take_profit_mult,max_hold_bars,atr_window,train_total_return,train_profit_factor,train_payoff_ratio,train_win_rate,train_total_trades,train_max_drawdown,train_avg_hold_hours,train_hit_27pct_symbols,train_near_liq_trades,train_gt5x_trade_pct,train_pnl_share_from_gt5x,profitable_symbols,symbols_tested,profitable_symbol_ratio,centrality_distance,passed_train_gate
10,50,20,3.0,1.5,72,14,-0.08340536000206046,0.904672392963283,1.2769401849028923,0.41238496188352186,6670,0.31880693582052066,26.583297848396548,3,0,0.0010062639935665934,0.00045470601700355035,5,20,0.25,5.5,False
10,50,20,3.0,2.0,24,14,-0.10804810574363151,0.8854811463733739,1.3807831540072972,0.3904247146871226,7349,0.29383184808503254,16.93719792009583,3,0,0.0011879076757559566,0.0016180054949822167,7,20,0.35,5.0,False
10,50,20,3.0,2.0,48,14,-0.0897173927528401,0.911579250886993,1.4633162473348906,0.3825030985566126,6655,0.3080121502083203,25.532684876342667,3,0,0.0014190259142753206,0.0021290273681092535,7,20,0.35,4.0,False
10,50,20,3.0,2.0,72,14,-0.08215020745885786,0.919817738510095,1.568179143812909,0.36870571771019556,6229,0.29903100733002835,31.115206040767298,1,0,0.0006218080979293261,0.0005393166514445486,8,20,0.4,5.0,False
10,50,20,3.0,3.0,24,14,-0.09433079383631025,0.9039078565540756,1.476214308365764,0.3823926350715068,7263,0.301586446735974,17.908045591249383,3,0,0.0017021807862205498,0.001263967532357499,7,20,0.35,6.0,False
10,50,20,3.0,3.0,48,14,-0.06481849441026238,0.9569466418170782,1.6884402148789022,0.3619675551879468,6342,0.2828141676632081,28.04712278586596,1,0,0.0016585963331281373,0.0007356935666772868,8,20,0.4,5.0,False
10,50,20,3.0,3.0,72,14,-0.0516331931760063,0.9703001338487895,1.9059022028792942,0.33698173812474386,5741,0.2835885093476198,35.20163209666821,1,0,0.0004079991275113226,0.000416748222222291,8,20,0.4,6.0,False
10,50,20,3.0,4.0,24,14,-0.08839430521967687,0.9673994400968047,1.5632523292209028,0.3845240060963374,7251,0.31147171525481154,18.1725575880591,3,0,0.0016247258318922097,0.0016869124091191986,7,20,0.35,7.0,False
10,50,20,3.0,4.0,48,14,-0.0616121210123711,1.0139644017022142,1.793341224188262,0.35957809934959456,6104,0.31512876978019594,29.35146526392748,3,0,0.001161897570755331,0.000927576377287287,9,20,0.45,6.0,False
10,50,20,3.0,4.0,72,14,-0.03030331271731872,1.0375475640599636,2.0717579365919563,0.33173117430919347,5536,0.29791527948155605,37.918996222641994,1,0,0.0009905438946598796,0.0013670375033911423,10,20,0.5,7.0,False
10,50,40,1.5,1.5,24,14,-0.15228124300500112,inf,inf,0.4558170467104089,5905,0.31582485853458403,6.264229816311436,8,0,0.015229145983240228,0.015999977667600966,4,20,0.2,4.0,False
10,50,40,1.5,1.5,48,14,-0.14878226520741888,inf,inf,0.45687591756178386,5924,0.3151594854018502,6.822515573209117,8,0,0.015233504158815173,0.01598322213907038,6,20,0.3,3.0,False
10,50,40,1.5,1.5,72,14,-0.14974661880344275,inf,inf,0.4554609558159739,5893,0.31819626053789185,6.95671867879066,8,0,0.015843292922896875,0.015283083674626751,5,20,0.25,4.0,False
10,50,40,1.5,2.0,24,14,-0.12236944655521212,inf,inf,0.4140880640908338,6099,0.3243053143895862,7.616159972081481,6,0,0.019166416516646273,0.02002218830704195,5,20,0.25,3.5,False
10,50,40,1.5,2.0,48,14,-0.12703627595469877,inf,inf,0.4044183861167395,5987,0.3347836165021387,8.721962059624605,7,0,0.02230265830762633,0.02421414283858169,5,20,0.25,2.5,False
10,50,40,1.5,2.0,72,14,-0.1234475193451281,inf,inf,0.404013910724458,6157,0.3340384745186394,9.126855994412974,6,0,0.020930111409147998,0.022277803085059646,5,20,0.25,3.5,False
10,50,40,1.5,3.0,24,14,-0.09128388301724441,0.942806882254715,1.8059640370655123,0.3180500548871272,5786,0.2998706489313989,10.524427745135714,4,0,0.017652635956357476,0.01845797492183062,6,20,0.3,4.5,False
10,50,40,1.5,3.0,48,14,-0.10480668585351345,0.9041072880907048,2.073129807315017,0.2845840420980092,5541,0.3048448582298975,12.931632900098766,5,0,0.01879592112084516,0.02072395344018175,5,20,0.25,3.5,False
10,50,40,1.5,3.0,72,14,-0.09198665402264936,0.9118831292966565,2.1997046373006564,0.2755780645354971,5480,0.31355978037052334,14.002067848361026,5,0,0.019282194943556603,0.020511128661363863,5,20,0.25,4.5,False
10,50,40,1.5,4.0,24,14,-0.052114028302436756,0.9801461479391677,2.0013578493088042,0.3045381574576932,5531,0.29736654990221306,11.537850952064282,3,0,0.021630380602003722,0.022106873472908083,6,20,0.3,5.5,False
10,50,40,1.5,4.0,48,14,-0.046274925236472454,0.9863044992993337,2.493350400754235,0.26415357621658825,5397,0.306886984835215,15.01769423583632,3,0,0.031086761846873617,0.03282717006060052,7,20,0.35,4.5,False
10,50,40,1.5,4.0,72,14,-0.048207085328316725,0.9702102761872927,2.7190278703790662,0.24578432664806513,5205,0.3222473838406039,16.86109083865762,3,0,0.021115107141021276,0.02251534593625374,6,20,0.3,5.5,False
10,50,40,2.0,1.5,24,14,-0.1191101069135138,0.9482629738712806,1.2052679837845357,0.433957412560643,6445,0.30775156046519136,9.706816355185481,5,0,0.005941114140223558,0.0059730546601109,5,20,0.25,3.5,False
10,50,40,2.0,1.5,48,14,-0.12022029684749871,0.9511405289670684,1.2298009638518417,0.4301562670422924,6342,0.3188488058111555,11.715743470162804,3,0,0.007568683931317629,0.007701278465150627,5,20,0.25,2.5,False
10,50,40,2.0,1.5,72,14,-0.1187611973541757,0.9524718558014801,1.2417275865138646,0.4280325052055569,6231,0.31810479237490646,12.3904535168692,3,0,0.00793196055366881,0.007814122971306296,4,20,0.2,3.5,False
