fast_ema,slow_ema,breakout_window,atr_stop_mult,take_profit_mult,max_hold_bars,atr_window,train_return,train_pf,train_trades,valid_return,valid_pf,valid_trades,valid_win_rate,valid_payoff,valid_dd,rank_pf,ok
20,96,64,2.4,6.0,48,14,-0.009062197297976802,0.7169997079326847,102,-0.0013709597334249772,0.20577824657507648,6,0.16666666666666666,1.0288912328753825,0.001238946102481771,0.20577824657507648,False
16,96,64,2.4,5.0,48,14,-0.009156765053178131,0.7349929674298417,110,-0.0013709597334249772,0.20577824657507648,6,0.16666666666666666,1.0288912328753825,0.001238946102481771,0.20577824657507648,False
16,96,64,2.4,6.0,48,14,-0.010836690231357906,0.6860472331858952,109,-0.0013709597334249772,0.20577824657507648,6,0.16666666666666666,1.0288912328753825,0.001238946102481771,0.20577824657507648,False
12,80,48,2.8,6.0,96,14,0.009869811624348917,1.3467737191116744,99,-0.0023347830283822722,0.20236701481071204,9,0.3333333333333333,0.4047340296214241,0.0021641754748709615,0.20236701481071204,False
12,80,48,2.8,5.0,96,14,0.00832906954885999,1.2829158358525112,101,-0.0023347830283822722,0.20236701481071204,9,0.3333333333333333,0.4047340296214241,0.0021641754748709615,0.20236701481071204,False
20,96,64,2.8,5.0,48,14,-0.008147346998827186,0.7168018946489878,102,-0.0013099282961905622,0.19377527452532203,6,0.16666666666666666,0.9688763726266101,0.0011388433959720202,0.19377527452532203,False
20,96,64,2.8,6.0,48,14,-0.008147346998827186,0.7168018946489878,102,-0.0013099282961905622,0.19377527452532203,6,0.16666666666666666,0.9688763726266101,0.0011388433959720202,0.19377527452532203,False
16,96,64,2.8,4.0,48,14,-0.008188119688974737,0.7301116433206706,110,-0.001321619795779969,0.19239086918811774,6,0.16666666666666666,0.9619543459405887,0.0016153716717205498,0.19239086918811774,False
8,48,24,2.4,3.5,64,14,0.013010975018234118,1.343725459921811,129,-0.005859203700412135,0.18751704532834226,20,0.15,1.0625965901939394,0.005985776953364328,0.18751704532834226,False
20,96,64,3.2,5.0,48,14,-0.004791299508342371,0.8020025302028972,98,-0.0012653984018460224,0.1826166278286751,6,0.16666666666666666,0.9130831391433756,0.0010632243341096002,0.1826166278286751,False
20,96,64,3.2,6.0,48,14,-0.004791299508342371,0.8020025302028972,98,-0.0012653984018460224,0.1826166278286751,6,0.16666666666666666,0.9130831391433756,0.0010632243341096002,0.1826166278286751,False
12,80,48,2.4,4.0,64,14,0.0092003344585139,1.2640827388258569,112,-0.0023844078277068543,0.18164778927243375,8,0.25,0.5449433678173012,0.0022239012676376134,0.18164778927243375,False
12,80,48,3.2,5.0,48,14,-0.003220886301515399,0.8914838615598254,120,-0.0022801753040651795,0.1780520269034189,10,0.2,0.7122081076136756,0.002054892882220061,0.1780520269034189,False
12,80,48,3.2,6.0,48,14,-0.003220886301515399,0.8914838615598254,120,-0.0022801753040651795,0.1780520269034189,10,0.2,0.7122081076136756,0.002054892882220061,0.1780520269034189,False
12,80,48,3.2,4.0,64,14,0.007107896824859852,1.2505255624055671,108,-0.001982827739639384,0.1735924262612411,9,0.2222222222222222,0.6075734919143438,0.0017583285448454593,0.1735924262612411,False
12,80,48,2.4,5.0,96,14,0.011826542812435692,1.3700633720763218,101,-0.0028290164820761687,0.17091519686851944,9,0.2222222222222222,0.5982031890398181,0.0026978674828312278,0.17091519686851944,False
12,80,48,2.4,6.0,96,14,0.010431326761635799,1.3444073624025763,97,-0.0028290164820761687,0.17091519686851944,9,0.2222222222222222,0.5982031890398181,0.0026978674828312278,0.17091519686851944,False
16,96,64,3.2,5.0,48,14,-0.00628007601149421,0.7629873166386278,106,-0.0013993079007361114,0.1680780815165196,7,0.14285714285714285,1.0084684890991176,0.0011971988643127603,0.1680780815165196,False
