inst_id,entry_time,exit_time,side,entry_price,exit_price,stop_loss,take_profit,max_hold_bars,qty,risk_amount,notional,gross_pnl,costs,net_pnl,exit_reason,leverage_cap,leverage_used,stop_distance_pct,est_liq_buffer_pct,near_liq_flag
ADA-USDT-SWAP,2025-06-22T14:00:00+00:00,2025-06-23T00:00:00+00:00,short,0.5305,0.5448571428571428,0.5448571428571428,0.5017857142857143,24,3482.58706467662,50.0,1847.5124378109467,-50.0,8.239054726368165,-58.23905472636817,stop_loss,2.0,1.0,0.027063417261343727,1.0,False
ADA-USDT-SWAP,2025-07-11T05:00:00+00:00,2025-07-11T10:00:00+00:00,long,0.6951,0.72765,0.678825,0.72765,24,3054.3044378720765,49.708804726368164,2123.0470147648807,99.41760945273599,9.342850023812368,90.07475942892361,take_profit,2.0,1.0,0.023413897280966822,1.0,False
ADA-USDT-SWAP,2025-07-11T13:00:00+00:00,2025-07-11T16:00:00+00:00,long,0.7479,0.7284535714285715,0.7284535714285715,0.7867928571428571,24,2579.3516963422608,50.159178523512786,1929.097133694377,-50.159178523512786,6.283257896627648,-56.44243642014043,stop_loss,2.0,1.0,0.026001375279353565,1.0,False
ADA-USDT-SWAP,2025-07-17T09:00:00+00:00,2025-07-17T22:00:00+00:00,long,0.7859,0.8286,0.7647,0.8286,24,2341.641612272869,49.87696634141208,1840.5303072464753,99.98809684405143,6.2379576319740035,93.75013921207743,take_profit,2.0,1.0,0.027099236641221356,1.0,False
ADA-USDT-SWAP,2025-07-18T01:00:00+00:00,2025-07-18T15:00:00+00:00,long,0.8566,0.8277214285714286,0.8277214285714286,0.914057142857143,24,1749.4168243351066,50.34571703747247,1498.375510043019,-50.52065871990596,4.861857403806147,-55.38251612371211,stop_loss,2.0,1.0,0.033600200150112586,1.0,False
ADA-USDT-SWAP,2025-07-21T12:00:00+00:00,2025-07-21T18:00:00+00:00,long,0.9093,0.8861928571428571,0.8861928571428571,0.9558142857142856,24,2157.473876257169,50.068804456853904,1962.0067430682695,-49.853057069228214,8.328517208727929,-58.181574277956145,stop_loss,2.0,1.0,0.025519180621445866,1.0,False
ADA-USDT-SWAP,2025-08-13T09:00:00+00:00,2025-08-13T23:00:00+00:00,long,0.8761,0.9125500000000001,0.8578749999999999,0.9125500000000001,24,2731.2974806838956,49.77789658546413,2392.8897228271608,99.55579317092825,10.503470763474287,89.05232240745397,take_profit,2.0,1.0,0.020802419815089655,1.0,False
ADA-USDT-SWAP,2025-08-14T01:00:00+00:00,2025-08-14T03:00:00+00:00,long,0.938,0.9812785714285714,0.9165107142857143,0.9812785714285714,24,2326.3001315633355,50.22315819750139,2182.302153419565,100.67894640815909,7.143708789153562,93.53523761900553,take_profit,2.0,1.0,0.023013842569327102,1.0,False
ADA-USDT-SWAP,2025-08-14T07:00:00+00:00,2025-08-14T08:00:00+00:00,long,1.0173,0.9844285714285715,0.9844285714285715,1.0830428571428572,24,1542.0940491054982,50.69083438559642,1568.7722761550235,-50.69083438559642,5.093308634575343,-55.78414302017176,stop_loss,2.0,1.0,0.032312423642414774,1.0,False
ADA-USDT-SWAP,2025-08-17T10:00:00+00:00,2025-08-17T17:00:00+00:00,long,0.978,0.9570714285714286,0.9570714285714286,1.0195571428571428,24,2420.3250733434093,50.41191367049556,2366.83588922252,-50.65394617782987,7.7277781305151,-58.38172430834497,stop_loss,2.0,1.0,0.021299285641242886,1.0,False
ADA-USDT-SWAP,2025-08-22T12:00:00+00:00,2025-08-22T14:00:00+00:00,short,0.8335,0.8499785714285715,0.8499785714285715,0.8005428571428571,24,3041.5260974657676,50.120005048953836,2535.112002237717,-50.120005048953836,10.752722420001216,-60.87272746895505,stop_loss,2.0,1.0,0.019770331647956153,1.0,False
ADA-USDT-SWAP,2025-08-24T19:00:00+00:00,2025-08-24T20:00:00+00:00,long,0.9485,0.9308321428571429,0.9308321428571429,0.9838357142857143,24,2819.563289923297,49.81564141160906,2674.355780492247,-49.81564141160905,8.478233471316617,-58.293874882925664,stop_loss,2.0,1.0,0.018627155659311674,1.0,False
ADA-USDT-SWAP,2025-09-22T06:00:00+00:00,2025-09-23T06:00:00+00:00,short,0.8331,0.8179,0.8487535714285714,0.8017928571428571,24,3163.7618458622833,49.52417203719443,2635.729993787868,48.08918005710668,9.1408989131576,38.94828114394908,max_hold,2.0,1.0,0.018789546787386258,1.0,False
ADA-USDT-SWAP,2025-09-25T12:00:00+00:00,2025-09-25T14:00:00+00:00,short,0.7809,0.7950857142857144,0.7950857142857144,0.7525285714285714,24,3504.8579466303872,49.71891344291417,2736.9435705236697,-49.71891344291417,11.599572714429533,-61.318486157343706,stop_loss,2.0,1.0,0.018165852587673652,1.0,False
ADA-USDT-SWAP,2025-10-10T20:00:00+00:00,2025-10-10T21:00:00+00:00,short,0.767,0.7352714285714287,0.7827142857142857,0.7352714285714287,24,3124.5370107036415,49.41232101212745,2396.2074335086227,99.13709572532522,7.510244285910497,91.62685143941472,take_profit,2.0,1.0,0.020621053219827448,1.0,False
ADA-USDT-SWAP,2025-10-17T07:00:00+00:00,2025-10-17T10:00:00+00:00,short,0.6235,0.5939928571428571,0.6382535714285715,0.5939928571428571,24,3380.229357397923,49.87045526932452,2107.573004337605,99.74091053864905,8.848120960993606,90.89278957765544,take_profit,2.0,1.0,0.02366250429602482,1.0,False
ADA-USDT-SWAP,2025-11-03T16:00:00+00:00,2025-11-03T17:00:00+00:00,short,0.55,0.5681178571428571,0.5681178571428571,0.5137642857142858,24,2777.6419043602677,50.3249192172128,1527.7030473981474,-50.3249192172128,6.522035129428366,-56.84695434664117,stop_loss,2.0,1.0,0.032941558441558313,1.0,False
