portfolio_name,symbols_included,train_total_return,train_profit_factor,train_payoff_ratio,train_win_rate,train_total_trades,train_max_drawdown,train_avg_hold_hours,train_max_loss_streak,train_hit_27pct_stop,train_pnl_share_from_gt5x,train_near_liq_trades,train_gt5x_trade_pct,train_status,valid_total_return,valid_profit_factor,valid_payoff_ratio,valid_win_rate,valid_total_trades,valid_max_drawdown,valid_avg_hold_hours,valid_max_loss_streak,valid_hit_27pct_stop,valid_pnl_share_from_gt5x,valid_near_liq_trades,valid_gt5x_trade_pct,valid_status,profitable_symbol_ratio,hit_27pct_symbol_ratio,pass_fail,fail_reasons
shared_parameter_portfolio,20,-0.10462435661141069,0.8756094785976919,1.4876380526123862,0.37051111533346,5263,0.12180117484649461,8.218126543796314,35,0,0.027972627391763524,0,0.020520615618468553,passed,-0.06919312403535187,0.7834278207100627,1.4409259762673485,0.35220468154599893,1837,0.07609761735359466,8.550353837778987,33,0,0.058313182668411734,0,0.0522591181273816,passed,0.15,0.0,failed,"portfolio_train_return_not_positive,portfolio_valid_return_not_positive,portfolio_valid_profit_factor_below_1_05,profitable_symbol_ratio_below_55pct"
